Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
391,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,32.0,1992.0,8,7,609,6.8,0.15,0.15,0.15,0.15,0.19,0.22,0.19,0.22,5,2,40.0,3,60.0,78.24,3.82,18.53,34.12,25.88,1.76,78.24,0.74,0.29,0.44,40.88,189.41,75.44,1.91,0.74,0.0,1.18,0.88,55.29,7.06,1.77,0.3,1.47,0.29,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,399,463,86.2,6523,1419,197,212,92.9,170,195,87.2,26,35,74.3,0.0,0.03,0.04,-0.03,0.74,2.94,0.74,0.0,3.97,68.09,60.15,7.79,1.03,0.0,0.0,2.06,6.76,0.0,0.0,0.0,0.0,58.68,0.15,1.32,0.44,0.15,0.33,1.0,0.44,-0.3,-0.3,58.3,0.15,0.0,0.0,0.44,0.88,0.0,1.47,1.18,0.0,0.0,3.09,1.03,0.74,1.76,1.03,0.44,0.29,1.32,1.76,0.44,1.18,0.44,3.24,2.79,0.15,75.0
394,Marc Casado,es ESP,MF,Barcelona,es La Liga,21.0,2003.0,12,10,853,9.5,0.0,0.32,0.0,0.32,0.09,0.23,0.09,0.23,7,2,28.6,4,57.1,83.79,1.58,12.63,57.68,13.68,0.53,83.79,0.74,0.21,0.42,46.63,182.32,80.74,0.53,1.37,0.0,1.16,0.42,64.63,1.68,2.95,0.63,2.53,0.0,0.0,0.11,0.11,0.21,0.63,0.0,0.0,0.0,0.0,0.0,628,697,90.1,9981,2393,308,335,91.9,269,281,95.7,32,52,61.5,0.32,0.14,0.14,0.18,0.74,6.84,0.42,0.0,6.53,73.37,71.37,2.0,1.68,0.42,0.42,0.53,0.32,0.0,0.0,0.0,0.0,66.11,0.0,0.42,1.06,0.0,0.0,0.0,0.09,-0.9,-0.9,21.4,0.32,0.11,0.11,1.37,1.89,0.0,0.84,1.58,0.0,0.0,4.74,0.32,1.16,2.63,0.53,1.47,0.63,0.95,1.89,0.95,1.05,0.42,3.47,1.37,0.0,50.0
397,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,32.0,1992.0,11,8,680,7.6,0.13,0.13,0.13,0.13,0.13,0.39,0.13,0.39,5,3,60.0,2,40.0,75.13,5.39,21.18,39.08,15.39,2.37,75.13,0.66,0.39,0.26,40.92,142.89,68.16,0.39,0.92,0.0,0.66,1.05,50.53,1.97,4.63,0.4,4.21,0.13,0.0,0.26,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,363,455,79.8,6203,1943,164,191,85.9,157,182,86.3,30,47,63.8,0.0,0.26,0.18,-0.26,1.84,5.26,1.32,0.39,5.13,59.87,57.5,1.58,1.32,0.66,0.53,1.71,0.26,0.0,0.0,0.0,0.0,47.76,0.79,1.18,1.99,0.53,0.07,0.25,0.06,0.0,0.0,66.7,0.13,0.0,0.0,1.05,1.05,0.26,0.66,2.63,0.0,0.0,5.92,1.84,0.92,4.21,2.24,1.18,0.79,1.84,4.21,2.37,2.24,0.39,4.87,3.55,0.39,43.8
398,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,27.0,1997.0,7,6,470,5.2,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.04,7,5,71.4,2,28.6,61.35,4.04,20.19,29.62,12.12,1.15,61.35,1.35,0.96,0.38,31.92,183.27,90.58,1.73,2.88,0.0,0.77,0.38,35.77,2.88,0.96,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,272,82.7,3708,1164,106,111,95.5,106,127,83.5,9,25,36.0,0.0,0.04,0.04,-0.04,0.38,3.46,0.19,0.19,3.08,52.31,42.5,9.81,1.54,0.0,0.0,1.15,8.27,0.0,0.0,0.0,0.0,43.27,0.0,0.38,0.19,0.0,0.0,0.0,0.03,0.0,0.0,57.1,0.19,0.0,0.0,1.35,0.96,0.0,1.35,0.77,0.0,0.38,3.46,0.77,0.58,2.12,1.35,0.58,0.19,0.77,1.54,0.77,0.77,0.19,3.46,3.85,0.0,50.0
399,Josué Casimir,fr FRA,"FW,DF",Le Havre,fr Ligue 1,23.0,2001.0,9,7,596,6.6,0.15,0.3,0.15,0.3,0.14,0.25,0.14,0.25,12,6,50.0,4,33.3,36.82,1.52,9.85,14.24,13.48,2.12,36.82,1.82,0.91,0.61,17.88,110.91,55.61,2.73,1.21,0.76,2.42,1.67,21.36,4.85,2.57,0.3,1.21,0.15,0.45,0.0,0.61,0.15,0.0,0.0,0.0,0.0,0.3,0.0,126,174,72.4,2043,534,66,82,80.5,47,60,78.3,10,18,55.6,0.15,0.11,0.03,0.05,1.06,1.21,0.61,0.15,2.12,26.36,21.82,4.55,0.45,0.15,0.15,2.12,2.73,0.0,0.0,0.0,0.0,19.09,0.0,0.61,1.06,0.3,0.14,0.5,0.14,0.0,0.0,20.0,0.45,0.0,0.0,1.82,2.42,0.61,0.15,1.36,0.3,0.0,3.64,0.45,1.82,1.97,0.76,0.91,0.3,0.61,1.21,0.61,0.76,0.0,2.12,2.42,0.15,50.0
401,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,24.0,2000.0,11,10,844,9.4,0.0,0.11,0.0,0.11,0.04,0.1,0.04,0.1,15,5,33.3,7,46.7,53.51,2.77,14.89,30.32,9.26,0.64,53.51,1.6,0.53,0.74,27.55,105.96,45.43,0.53,0.32,0.0,1.06,0.53,31.06,0.85,1.92,0.11,0.64,0.64,0.0,0.0,0.21,0.43,0.0,0.0,0.0,0.0,0.0,0.11,310,396,78.3,5267,1522,140,167,83.8,140,169,82.8,22,38,57.9,0.11,0.06,0.05,0.04,1.06,2.98,0.32,0.0,4.15,42.13,39.79,2.23,1.17,0.21,0.21,1.91,0.21,0.74,0.53,0.21,0.0,32.98,0.11,0.74,0.64,0.11,0.0,0.0,0.06,-0.4,-0.4,57.1,0.53,0.0,0.0,2.66,1.6,0.0,1.17,2.55,0.0,0.0,5.21,0.85,0.64,3.94,2.13,1.49,0.32,1.38,3.09,1.7,1.38,0.32,5.11,1.49,0.11,44.8
403,Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,26.0,1998.0,12,11,980,10.9,0.46,0.55,0.37,0.46,0.69,0.76,0.54,0.61,16,9,56.3,7,43.8,29.08,0.28,1.01,11.83,16.7,6.61,28.9,1.47,0.83,0.64,15.6,83.12,41.93,1.56,1.1,1.1,1.83,1.28,22.2,5.6,2.76,0.55,1.1,0.0,0.37,0.92,0.28,0.09,0.18,0.0,0.09,0.09,0.09,0.09,116,198,58.6,1663,476,56,89,62.9,45,68,66.2,4,9,44.4,0.09,0.07,0.06,0.02,0.73,1.65,0.55,0.09,2.57,18.17,16.7,1.38,0.0,0.37,0.0,1.01,0.0,0.0,0.0,0.0,0.0,10.64,0.09,0.92,4.41,1.56,0.08,0.24,0.12,-2.5,-1.8,53.8,0.28,0.0,0.0,1.65,1.38,0.83,0.18,0.18,0.09,0.0,2.02,3.21,2.75,0.37,0.0,0.09,0.28,0.09,0.64,0.55,0.83,0.09,0.55,0.46,0.0,14.3
404,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,29.0,1995.0,10,10,900,10.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0,0,0.0,0,0.0,67.4,6.4,30.4,35.5,1.7,0.2,67.4,0.0,0.0,0.0,40.9,162.4,84.9,0.3,0.5,0.0,0.7,0.2,47.8,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523,574,91.1,9392,3801,202,211,95.7,275,291,94.5,38,58,65.5,0.0,0.0,0.02,0.0,0.0,3.9,0.3,0.0,4.2,57.4,56.0,1.4,1.0,0.0,0.1,0.2,0.4,0.0,0.0,0.0,0.0,52.3,0.0,0.2,0.4,0.2,0.0,0.0,0.04,-0.2,-0.2,73.1,0.2,0.0,0.0,1.3,0.2,0.0,0.7,0.5,0.0,0.2,3.0,1.9,0.7,1.2,0.5,0.6,0.1,0.9,1.3,0.4,0.7,0.4,1.9,5.4,0.0,69.2
405,Santiago Castro,ar ARG,FW,Bologna,it Serie A,20.0,2004.0,12,11,913,10.1,0.39,0.59,0.39,0.59,0.24,0.3,0.24,0.3,25,10,40.0,15,60.0,27.43,0.99,2.77,11.98,13.27,3.96,27.43,2.48,0.99,1.49,15.94,66.73,18.42,0.59,0.69,0.2,2.67,2.87,19.21,6.24,2.27,0.49,1.58,0.0,0.4,0.1,0.1,0.1,0.3,0.0,0.2,0.0,0.0,0.0,125,161,77.6,2315,293,54,63,85.7,54,66,81.8,13,18,72.2,0.2,0.07,0.06,0.13,0.69,0.79,0.1,0.0,1.19,15.94,13.86,1.88,0.0,0.2,0.3,0.4,0.1,0.0,0.0,0.0,0.0,12.38,0.2,0.3,2.46,1.18,0.16,0.33,0.1,1.6,1.6,46.3,0.1,0.0,0.0,2.28,1.88,0.5,0.2,0.3,0.0,0.0,2.28,1.88,2.18,0.79,0.3,0.4,0.1,0.1,0.59,0.5,0.79,0.1,0.99,1.09,0.0,16.7
407,Danilo Cataldi,it ITA,MF,Fiorentina,it Serie A,30.0,1994.0,8,8,559,6.2,0.32,0.32,0.32,0.32,0.09,0.11,0.09,0.11,4,1,25.0,3,75.0,61.77,2.9,14.19,38.87,9.03,0.65,61.77,0.65,0.16,0.48,37.42,189.19,68.55,1.29,1.77,0.16,0.65,0.32,43.55,0.48,1.77,0.16,1.45,0.16,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,290,331,87.6,5261,1552,122,129,94.6,132,144,91.7,30,47,63.8,0.0,0.02,0.03,-0.02,0.65,6.45,0.65,0.32,4.68,53.39,50.65,2.26,1.61,0.16,0.16,0.97,0.48,0.16,0.0,0.16,0.0,46.77,0.48,0.32,1.29,0.48,0.25,0.67,0.07,1.4,1.4,0.0,0.0,0.0,0.0,0.81,0.97,0.0,0.65,1.77,0.0,0.0,4.52,0.0,0.32,2.26,0.97,0.97,0.32,0.97,1.61,0.65,0.81,0.48,2.9,1.77,0.0,60.0
408,Catena,es ESP,DF,Osasuna,es La Liga,30.0,1994.0,13,13,1170,13.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.04,2,2,100.0,0,0.0,47.54,7.92,27.15,19.77,0.92,0.69,47.54,0.15,0.15,0.0,20.62,110.92,66.23,0.46,0.08,0.0,0.15,0.08,23.08,0.0,0.46,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,471,76.2,7895,3401,94,108,87.0,202,223,90.6,61,129,47.3,0.0,0.0,0.01,0.0,0.08,1.77,0.08,0.0,2.38,36.23,33.31,2.77,2.54,0.0,0.92,0.08,0.08,0.0,0.0,0.0,0.0,27.62,0.15,0.15,0.38,0.08,0.0,0.0,0.09,-0.5,-0.5,70.3,0.23,0.0,0.0,1.08,0.23,0.0,0.92,0.92,0.0,0.0,2.69,2.0,0.85,1.69,1.23,0.46,0.0,1.0,1.62,0.62,1.08,0.54,2.62,6.62,0.0,61.9
411,Zeki Çelik,tr TUR,DF,Roma,it Serie A,27.0,1997.0,13,12,1016,11.3,0.0,0.09,0.0,0.09,0.03,0.11,0.03,0.11,4,3,75.0,1,25.0,56.37,2.3,14.07,25.4,17.43,2.04,56.37,0.35,0.27,0.09,28.05,128.05,56.81,0.97,0.8,0.0,0.53,0.35,34.16,4.51,1.06,0.0,0.8,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440,543,81.0,6832,2139,223,251,88.8,174,213,81.7,27,47,57.4,0.09,0.09,0.04,0.0,0.8,2.48,0.62,0.27,2.83,48.05,40.53,7.35,0.88,0.0,0.18,1.86,6.46,0.0,0.0,0.0,0.0,38.94,0.18,0.97,0.53,0.09,0.0,0.0,0.05,-0.3,-0.3,54.2,0.0,0.0,0.0,0.8,0.35,0.0,0.35,1.5,0.0,0.09,3.1,1.15,0.97,2.3,0.8,0.88,0.62,1.06,1.95,0.88,0.8,0.18,2.65,2.48,0.09,54.5
415,Julian Chabot,de GER,DF,Stuttgart,de Bundesliga,26.0,1998.0,10,10,849,9.4,0.0,0.11,0.0,0.11,0.05,0.06,0.05,0.06,1,1,100.0,0,0.0,87.77,10.53,42.77,42.02,3.3,1.06,87.77,0.11,0.11,0.0,49.47,212.13,105.11,0.43,0.53,0.11,0.11,0.11,59.57,0.21,0.95,0.11,0.96,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,646,720,89.7,11788,4968,273,289,94.5,317,341,93.0,53,81,65.4,0.11,0.01,0.04,0.1,0.43,6.38,0.21,0.0,5.0,76.6,71.81,4.68,2.13,0.0,0.32,0.0,0.11,0.0,0.0,0.0,0.0,68.72,0.11,0.11,0.74,0.0,0.0,0.0,0.06,-0.4,-0.4,74.4,0.53,0.11,0.11,1.6,0.74,0.21,2.13,0.96,0.0,0.0,3.83,3.4,1.17,1.7,1.17,0.43,0.11,0.85,1.91,1.06,0.85,0.43,3.83,4.79,0.0,44.4
417,Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,de Bundesliga,22.0,2002.0,10,4,430,4.8,0.0,0.0,0.0,0.0,0.36,0.48,0.36,0.48,7,5,71.4,2,28.6,46.46,3.96,10.62,17.92,18.33,2.92,46.46,1.46,1.04,0.42,19.79,110.21,52.08,2.08,0.83,0.62,1.88,0.21,24.17,5.0,4.16,0.21,2.71,0.83,0.0,0.42,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,103,162,63.6,1813,696,53,64,82.8,31,45,68.9,14,43,32.6,0.0,0.1,0.17,-0.1,2.08,2.29,1.25,0.21,4.17,33.75,26.46,6.88,1.67,0.21,0.42,7.29,0.62,4.58,1.46,2.71,0.0,21.46,0.42,0.42,2.09,0.21,0.0,0.0,0.18,-1.8,-1.8,40.0,0.42,0.0,0.0,0.42,0.21,0.21,1.04,1.04,0.0,0.0,2.08,1.25,1.88,1.67,0.62,0.62,0.42,0.83,1.46,0.62,1.46,0.0,2.71,4.17,0.21,57.1
418,Trevoh Chalobah,eng ENG,DF,Crystal Palace,eng Premier League,25.0,1999.0,6,6,537,6.0,0.17,0.17,0.17,0.17,0.06,0.11,0.06,0.11,5,3,60.0,1,20.0,46.5,6.83,21.5,21.83,3.83,1.33,46.5,0.83,0.5,0.17,17.83,83.5,47.5,0.67,0.5,0.0,0.17,0.17,21.0,0.5,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,196,75.5,2981,1059,55,60,91.7,72,94,76.6,20,37,54.1,0.0,0.05,0.02,-0.05,0.5,2.83,0.17,0.17,2.17,32.67,31.17,1.5,1.17,0.0,0.17,0.67,0.33,0.0,0.0,0.0,0.0,24.67,0.0,0.5,0.84,0.34,0.2,0.5,0.08,0.6,0.6,75.0,0.17,0.0,0.0,1.17,1.5,0.17,2.33,1.33,0.0,0.0,4.83,2.0,0.67,1.67,0.67,0.83,0.17,0.83,1.83,1.0,2.0,1.17,4.0,5.17,0.5,45.5
421,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,29.0,1994.0,10,10,900,10.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0,0,0.0,0,0.0,57.8,6.8,31.5,24.7,1.7,0.7,57.8,0.0,0.0,0.0,32.5,160.7,83.2,0.5,0.5,0.1,0.0,0.0,36.1,0.2,0.7,0.1,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,389,481,80.9,8042,2944,116,128,90.6,215,236,91.1,55,108,50.9,0.0,0.0,0.01,0.0,0.1,2.0,0.0,0.0,2.0,48.1,45.4,2.7,2.6,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,38.9,0.0,0.2,0.5,0.0,0.0,0.0,0.03,-0.2,-0.2,65.0,0.1,0.0,0.0,1.2,0.5,0.0,1.1,1.0,0.0,0.0,2.7,2.6,1.4,1.5,0.7,0.6,0.2,1.0,1.8,0.8,0.9,0.7,2.6,5.3,0.1,55.6
424,Anrie Chase,jp JPN,DF,Stuttgart,de Bundesliga,20.0,2004.0,9,5,508,5.6,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.03,4,2,50.0,2,50.0,73.93,8.21,32.86,35.54,6.43,0.71,73.93,0.71,0.36,0.36,37.5,125.54,54.11,0.36,1.07,0.0,0.18,0.18,52.68,0.18,1.24,0.0,1.07,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,358,90.8,5896,1648,123,130,94.6,179,193,92.7,21,30,70.0,0.0,0.0,0.07,0.0,0.0,4.11,0.36,0.18,3.39,63.93,60.89,3.04,1.61,0.0,0.89,0.36,1.43,0.0,0.0,0.0,0.0,58.04,0.0,0.18,0.89,0.0,0.0,0.0,0.03,-0.1,-0.1,64.7,0.18,0.0,0.0,1.25,0.18,0.0,1.25,0.71,0.0,0.0,2.86,1.96,1.07,1.61,1.07,0.54,0.0,0.89,1.25,0.36,1.43,0.89,2.86,3.93,0.0,71.4
425,Pep Chavarría,es ESP,DF,Rayo Vallecano,es La Liga,26.0,1998.0,9,6,563,6.3,0.0,0.16,0.0,0.16,0.07,0.1,0.07,0.1,6,1,16.7,3,50.0,66.98,3.33,20.0,29.68,17.94,0.95,66.98,0.95,0.16,0.48,33.49,156.35,72.7,1.75,1.59,0.48,1.9,0.16,38.41,4.92,1.6,0.16,1.43,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,276,357,77.3,4504,1633,136,151,90.1,111,139,79.9,22,41,53.7,0.16,0.03,0.03,0.13,0.32,3.17,0.48,0.32,4.44,56.67,45.4,10.95,0.48,0.0,0.16,3.65,10.48,0.0,0.0,0.0,0.0,43.81,0.32,1.9,0.48,0.16,0.0,0.0,0.15,-0.4,-0.4,55.6,0.16,0.0,0.0,0.48,1.11,0.0,1.27,0.95,0.0,0.0,4.6,0.79,0.63,1.43,1.11,0.32,0.0,0.79,2.06,1.27,1.27,0.32,2.7,2.7,0.0,38.5
426,Arthur Chaves,br BRA,DF,Hoffenheim,de Bundesliga,23.0,2001.0,6,4,426,4.7,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,2,0,0.0,2,100.0,64.89,6.6,26.38,35.53,2.98,0.43,64.89,0.43,0.0,0.43,33.19,130.64,57.02,0.21,0.21,0.0,0.85,0.43,44.04,0.43,0.63,0.21,0.21,0.0,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.21,0.0,0.0,208,249,83.5,3776,1235,71,79,89.9,123,132,93.2,13,27,48.1,0.0,0.0,0.02,0.0,0.0,4.04,0.21,0.0,4.68,52.98,52.13,0.85,0.85,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,44.26,0.0,1.28,0.42,0.0,0.0,0.0,0.04,-0.1,-0.1,48.5,0.21,0.0,0.0,0.85,0.85,0.0,1.06,1.06,0.0,0.0,2.34,3.4,3.62,1.7,0.64,1.06,0.0,0.85,1.91,1.06,1.7,0.43,2.77,4.68,0.0,44.4
427,Jhoanner Chávez,ec ECU,"DF,MF",Lens,fr Ligue 1,22.0,2002.0,8,7,574,6.4,0.16,0.16,0.16,0.16,0.05,0.16,0.05,0.16,6,3,50.0,3,50.0,56.09,2.97,15.94,21.72,19.06,2.19,56.09,0.94,0.47,0.47,27.03,129.69,62.5,2.19,0.94,0.47,1.56,0.94,31.72,5.47,2.36,0.0,1.25,0.78,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222,297,74.7,3489,1400,125,145,86.2,70,93,75.3,20,40,50.0,0.0,0.11,0.2,-0.11,1.41,1.56,1.25,0.78,1.41,46.41,35.62,10.62,0.47,0.0,0.0,4.53,7.19,2.97,1.41,0.47,0.0,34.69,0.16,0.47,0.78,0.47,0.2,0.33,0.06,0.7,0.7,58.3,0.16,0.0,0.0,1.56,1.09,0.31,0.94,0.62,0.0,0.16,3.59,1.09,0.78,1.25,0.62,0.47,0.16,0.31,1.09,0.78,1.56,0.16,2.19,1.88,0.0,28.6
432,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,21.0,2003.0,8,5,452,5.0,0.4,0.6,0.4,0.6,0.23,0.67,0.23,0.67,32,19,59.4,13,40.6,64.6,0.4,3.8,22.4,40.0,6.4,64.6,6.4,3.8,2.6,38.2,267.6,145.0,3.8,3.6,1.8,1.8,2.6,47.4,8.8,7.96,0.6,4.8,1.2,1.2,0.8,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,206,273,75.5,3295,1046,120,132,90.9,65,86,75.6,18,45,40.0,0.2,0.44,0.6,-0.24,2.8,3.4,3.6,0.2,8.8,54.6,44.6,9.8,2.2,0.0,0.4,6.8,1.0,6.4,2.0,3.4,0.0,41.2,0.2,1.0,2.59,1.19,0.15,0.33,0.09,0.8,0.8,33.3,0.4,0.0,0.0,1.0,1.8,0.0,0.2,0.8,0.0,0.0,4.4,0.2,0.4,0.8,0.2,0.4,0.2,0.4,1.4,1.0,0.6,0.0,1.0,0.4,0.0,28.6
440,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,27.0,1997.0,12,11,951,10.6,0.0,0.09,0.0,0.09,0.02,0.05,0.02,0.05,3,1,33.3,2,66.7,66.79,1.89,10.85,47.45,8.87,0.19,66.79,0.28,0.09,0.19,34.91,145.47,59.43,0.47,0.75,0.09,0.66,0.47,49.81,0.94,1.99,0.28,1.98,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,545,652,83.6,9785,3090,239,264,90.5,232,261,88.9,64,106,60.4,0.09,0.04,0.05,0.06,0.66,6.89,0.75,0.19,6.32,61.51,57.64,3.77,2.74,0.19,0.28,0.47,0.09,0.09,0.0,0.09,0.0,51.42,0.09,0.38,0.28,0.0,0.0,0.0,0.06,-0.2,-0.2,50.0,0.09,0.0,0.0,0.85,0.66,0.0,0.28,1.32,0.0,0.0,3.49,0.47,0.47,1.42,0.57,0.75,0.09,0.75,1.42,0.66,0.47,0.0,1.7,1.98,0.0,53.3
441,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,23.0,2001.0,6,6,412,4.6,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,8,4,50.0,4,50.0,50.65,3.91,15.87,30.0,5.22,0.0,50.65,1.74,0.87,0.87,25.22,113.48,49.35,0.22,0.87,0.0,0.65,0.65,32.17,1.3,0.87,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,201,88.6,3215,942,82,87,94.3,75,80,93.8,20,27,74.1,0.0,0.0,0.09,0.0,0.0,4.57,0.65,0.0,5.43,43.7,41.09,2.61,2.61,0.43,0.65,0.65,0.0,0.0,0.0,0.0,0.0,38.7,0.0,0.22,0.22,0.0,0.0,0.0,0.08,-0.1,-0.1,50.0,0.65,0.0,0.0,0.65,0.43,0.22,1.09,1.09,0.0,0.0,5.22,0.87,0.87,1.96,0.65,1.3,0.0,0.87,1.74,0.87,0.65,0.0,3.04,1.3,0.0,50.0
444,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,29.0,1995.0,11,9,703,7.8,0.13,0.13,0.13,0.13,0.06,0.2,0.06,0.2,18,10,55.6,6,33.3,54.36,2.95,10.51,29.23,15.64,2.18,54.36,2.31,1.28,0.77,28.08,135.0,58.72,1.03,1.15,0.38,2.31,0.77,31.03,2.31,3.08,0.0,2.44,0.13,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,324,83.3,4637,1204,128,147,87.1,114,124,91.9,25,41,61.0,0.0,0.14,0.1,-0.14,1.41,3.85,1.28,0.13,5.51,41.54,39.1,2.31,0.9,0.13,0.13,1.15,0.26,0.77,0.26,0.13,0.0,34.62,0.13,0.77,0.9,0.26,0.14,0.5,0.07,0.5,0.5,37.5,0.64,0.0,0.0,2.31,1.28,0.0,0.77,0.9,0.0,0.0,8.21,0.77,1.28,1.41,0.64,0.64,0.13,0.38,1.67,1.28,2.05,0.64,2.18,2.31,0.13,23.1
