,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
582,632,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,22.0,2002.0,5,4,370,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.0,66.1,6.59,31.46,31.71,3.41,0.73,66.1,0.24,0.0,0.0,37.07,198.78,89.76,0.73,0.49,0.0,0.98,0.0,42.68,0.0,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,204,235,86.8,3710,1363,75,84,89.3,117,125,93.6,10,21,47.6,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,3.41,57.32,50.98,6.34,4.88,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,49.76,0.0,0.24,0.24,0.0,0.0,0.0,0.02,0.0,0.0,58.8,0.0,0.0,0.0,0.24,1.46,0.0,0.98,0.24,0.0,0.0,2.93,2.44,1.71,0.49,0.49,0.0,0.0,0.49,1.46,0.98,1.71,1.46,1.46,3.41,0.49,33.3
583,634,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,19.0,2005.0,8,5,357,4.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.02,0,0,0.0,0,0.0,55.75,4.5,22.75,31.25,2.75,0.0,55.75,0.0,0.0,0.0,32.0,120.75,52.0,0.5,0.5,0.0,0.75,1.25,35.75,0.5,1.51,0.25,1.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,153,180,85.0,2669,1021,76,82,92.7,61,69,88.4,14,21,66.7,0.0,0.0,0.05,0.0,0.25,3.25,0.5,0.0,4.0,45.0,43.25,1.75,1.0,0.25,0.5,0.25,0.75,0.0,0.0,0.0,0.0,38.25,0.0,0.75,0.5,0.5,0.0,0.0,0.03,-0.1,-0.1,14.3,0.5,0.0,0.0,2.0,0.5,0.0,0.25,1.75,0.0,0.0,2.5,0.5,3.0,4.25,2.75,1.5,0.0,2.25,3.0,0.75,1.5,1.0,4.5,2.25,0.25,75.0
587,638,Denzel Dumfries,nl NED,DF,Inter,it Serie A,28.0,1996.0,10,4,480,5.3,0.37,0.37,0.37,0.37,0.25,0.39,0.25,0.39,15,2,13.3,12,80.0,47.17,1.51,6.79,19.81,21.7,3.02,47.17,2.83,0.38,2.26,24.34,131.7,61.7,2.26,1.51,0.38,0.94,0.0,30.94,7.55,2.81,0.19,2.08,0.19,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.19,0.0,156,206,75.7,2553,719,80,88,90.9,64,88,72.7,12,22,54.5,0.0,0.15,0.09,-0.15,1.32,1.32,1.32,0.57,3.02,38.87,31.7,6.98,0.38,0.0,0.38,2.83,6.6,0.0,0.0,0.0,0.0,29.43,0.19,0.94,1.69,1.31,0.22,0.29,0.15,0.7,0.7,72.2,0.57,0.0,0.0,3.21,1.32,0.19,0.38,0.75,0.38,0.0,3.21,2.45,0.94,0.94,0.19,0.38,0.38,0.38,1.13,0.75,0.94,0.0,1.32,0.94,0.0,33.3
590,641,Jhon Durán,co COL,FW,Aston Villa,eng Premier League,20.0,2003.0,12,0,311,3.5,1.16,1.16,1.16,1.16,0.69,0.72,0.69,0.72,10,3,30.0,7,70.0,40.29,2.57,6.0,16.57,18.29,6.86,40.29,2.86,0.86,2.0,21.71,81.43,39.43,1.14,0.57,0.29,2.29,3.14,28.86,5.43,2.03,0.0,1.14,0.0,0.0,0.0,0.57,0.29,0.0,0.0,0.0,0.0,0.0,0.0,54,78,69.2,760,198,29,37,78.4,19,27,70.4,3,5,60.0,0.0,0.03,0.06,-0.03,0.57,2.0,0.0,0.0,2.0,22.29,20.86,1.14,0.0,0.57,0.0,0.57,0.0,0.0,0.0,0.0,0.0,15.43,0.29,0.57,4.34,1.74,0.27,0.67,0.16,1.6,1.6,50.0,0.29,0.0,0.0,1.43,2.29,0.29,0.0,1.14,0.0,0.0,2.0,4.0,4.0,1.43,0.29,0.0,1.14,0.29,0.86,0.57,0.86,0.0,1.43,2.29,0.0,33.3
593,644,Hugo Duro,es ESP,FW,Valencia,es La Liga,25.0,1999.0,11,10,866,9.6,0.42,0.52,0.42,0.52,0.23,0.3,0.23,0.29,9,2,22.2,7,77.8,25.83,0.62,2.08,13.96,10.31,3.23,25.83,0.94,0.21,0.73,11.77,43.44,15.31,0.73,0.31,0.31,2.5,1.25,18.12,2.81,1.45,0.21,0.94,0.0,0.0,0.21,0.31,0.0,0.0,0.0,0.0,0.1,0.1,0.0,117,164,71.3,1579,192,73,95,76.8,30,41,73.2,5,9,55.6,0.1,0.06,0.02,0.04,0.73,0.62,0.1,0.0,1.15,17.08,15.83,1.25,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,12.19,0.0,0.83,1.77,0.52,0.24,0.8,0.13,1.8,1.8,36.2,0.21,0.0,0.0,1.98,2.4,0.42,0.62,0.52,0.0,0.1,2.81,2.19,3.85,0.73,0.31,0.31,0.1,0.21,0.21,0.0,0.62,0.1,1.35,0.52,0.0,100.0
600,652,Éderson,br BRA,MF,Atalanta,it Serie A,25.0,1999.0,13,12,1060,11.8,0.17,0.25,0.17,0.25,0.13,0.23,0.13,0.23,19,9,47.4,7,36.8,70.76,1.69,14.07,40.0,17.29,1.95,70.76,1.61,0.76,0.59,44.75,194.75,93.9,0.93,1.36,0.34,1.86,1.61,54.15,2.54,3.14,0.51,2.29,0.0,0.34,0.25,0.08,0.17,0.42,0.0,0.0,0.08,0.0,0.0,630,719,87.6,12232,3383,226,257,87.9,327,348,94.0,74,97,76.3,0.08,0.09,0.15,-0.01,0.76,6.27,1.36,0.17,7.46,60.93,58.81,2.03,1.78,0.17,1.44,0.59,0.25,0.0,0.0,0.0,0.0,53.39,0.08,0.51,1.19,0.68,0.14,0.25,0.11,0.4,0.4,65.4,0.25,0.0,0.0,1.36,2.03,0.0,1.19,0.85,0.0,0.0,6.1,1.44,0.76,1.02,0.42,0.51,0.08,0.51,1.02,0.51,0.42,0.08,2.2,1.02,0.0,50.0
603,657,Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26.0,1998.0,12,12,970,10.8,0.09,0.37,0.09,0.37,0.15,0.32,0.15,0.32,8,4,50.0,4,50.0,32.13,0.28,2.13,17.69,12.69,3.24,32.13,0.74,0.37,0.37,17.87,75.93,31.11,1.2,0.74,0.46,2.96,1.48,25.0,5.93,2.13,0.19,1.94,0.0,0.0,0.09,0.09,0.0,0.19,0.0,0.0,0.0,0.0,0.0,193,264,73.1,2768,554,96,119,80.7,65,78,83.3,13,25,52.0,0.28,0.17,0.08,0.11,1.39,0.93,0.74,0.19,2.04,24.44,23.06,1.3,0.0,0.19,0.09,1.57,0.0,0.0,0.0,0.0,0.0,17.87,0.09,1.39,1.48,0.46,0.06,0.2,0.1,-0.6,-0.6,16.7,0.09,0.0,0.0,0.74,0.93,0.65,0.0,0.0,0.0,0.0,2.96,1.02,5.09,0.09,0.0,0.0,0.09,0.0,0.19,0.19,0.09,0.0,0.09,0.37,0.0,0.0
605,659,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29.0,1995.0,13,13,1094,12.2,0.0,0.08,0.0,0.08,0.02,0.12,0.02,0.12,13,2,15.4,9,69.2,46.72,2.05,12.62,17.46,17.05,1.56,46.72,1.07,0.16,0.74,21.23,121.39,62.38,2.3,1.48,0.33,0.82,1.23,23.28,5.08,1.81,0.16,1.39,0.08,0.0,0.16,0.08,0.08,0.08,0.0,0.0,0.08,0.0,0.0,330,446,74.0,5517,1999,160,189,84.7,137,179,76.5,24,50,48.0,0.08,0.1,0.08,-0.02,0.82,1.07,0.82,0.66,2.46,36.56,27.7,8.69,0.33,0.08,0.08,2.95,8.36,0.0,0.0,0.0,0.0,27.05,0.16,0.98,0.58,0.16,0.0,0.0,0.04,-0.3,-0.3,41.7,0.25,0.0,0.0,1.39,1.56,0.25,0.9,1.23,0.0,0.0,4.75,0.82,1.15,1.8,1.07,0.57,0.16,0.98,1.72,0.74,1.39,0.33,2.7,2.05,0.08,57.1
606,660,Chidera Ejuke,ng NGA,"FW,MF",Sevilla,es La Liga,26.0,1998.0,9,6,543,6.0,0.17,0.17,0.17,0.17,0.11,0.32,0.11,0.32,49,31,63.3,15,30.6,57.17,0.17,5.5,23.67,29.83,3.83,57.17,8.17,5.17,2.5,40.5,347.33,195.83,8.33,3.67,2.5,2.33,2.83,42.33,10.17,4.98,0.17,2.83,0.67,1.17,0.0,0.33,0.0,0.17,0.0,0.0,0.0,0.0,0.0,211,265,79.6,3227,604,121,135,89.6,66,82,80.5,16,27,59.3,0.0,0.22,0.1,-0.22,2.33,1.83,2.17,0.33,3.83,44.17,39.5,4.5,0.0,0.33,0.5,2.33,1.17,3.33,1.67,0.0,0.0,35.17,0.17,1.5,1.82,0.83,0.09,0.2,0.06,0.3,0.3,50.0,0.0,0.0,0.0,0.33,1.17,0.33,0.17,0.5,0.0,0.0,5.5,0.5,0.5,0.83,0.0,0.5,0.33,0.5,1.5,1.0,1.0,0.0,1.0,0.33,0.0,33.3
607,661,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,18.0,2006.0,10,3,359,4.0,0.25,0.5,0.25,0.5,0.28,0.34,0.28,0.34,3,0,0.0,3,100.0,24.25,0.75,1.5,7.25,16.0,3.25,24.25,0.75,0.0,0.75,14.75,60.5,20.75,0.75,0.25,0.75,3.0,1.0,18.5,7.5,3.52,0.5,2.5,0.0,0.0,0.5,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,43,63,68.3,491,129,30,37,81.1,6,10,60.0,2,3,66.7,0.25,0.05,0.05,0.2,1.25,1.0,0.75,0.0,2.0,15.75,14.75,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.75,0.5,0.75,2.01,0.75,0.13,0.33,0.14,-0.1,-0.1,26.3,0.25,0.0,0.0,1.25,1.5,0.5,0.0,0.0,0.0,0.0,3.0,1.25,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0
608,662,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22.0,2002.0,10,10,764,8.5,0.59,0.94,0.59,0.94,0.61,0.9,0.61,0.9,48,23,47.9,24,50.0,37.29,0.71,3.41,16.94,18.12,6.0,37.29,5.65,2.71,2.82,22.24,157.41,83.18,2.94,2.0,1.41,3.18,1.29,26.82,7.18,3.66,0.59,2.12,0.0,0.59,0.71,0.24,0.0,0.47,0.0,0.12,0.0,0.0,0.0,154,200,77.0,2079,381,105,126,83.3,36,44,81.8,6,12,50.0,0.35,0.29,0.2,0.06,1.65,0.71,1.41,0.24,1.41,23.53,21.06,2.35,0.12,0.24,0.35,0.71,0.0,0.0,0.0,0.0,0.0,18.12,0.12,0.82,3.06,1.18,0.19,0.5,0.2,-0.1,-0.1,46.2,0.0,0.0,0.0,0.94,0.71,0.94,0.47,0.24,0.0,0.0,3.53,2.12,2.47,0.59,0.24,0.24,0.12,0.35,0.47,0.12,0.47,0.0,1.06,0.59,0.0,75.0
609,663,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24.0,2000.0,9,2,340,3.8,0.0,0.0,0.0,0.0,0.14,0.16,0.14,0.16,3,1,33.3,2,66.7,47.63,1.32,7.63,26.58,14.47,1.58,47.63,0.79,0.26,0.53,23.95,121.84,64.74,1.32,0.53,0.0,2.11,0.0,33.16,3.68,1.85,0.26,1.32,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,128,154,83.1,1983,479,61,69,88.4,53,63,84.1,8,14,57.1,0.0,0.03,0.05,-0.03,0.26,2.63,1.32,0.0,6.05,40.53,38.16,2.11,0.53,0.0,0.26,1.05,0.53,1.05,0.26,0.26,0.0,33.68,0.26,0.0,1.32,0.26,0.0,0.0,0.11,-0.5,-0.5,40.0,0.0,0.0,0.0,1.05,0.79,0.26,0.79,1.05,0.0,0.0,4.74,0.53,0.79,1.58,0.26,1.32,0.0,1.05,1.32,0.26,1.32,0.0,2.37,1.05,0.0,80.0
613,667,Pierre Ekwah Elimby,fr FRA,"MF,DF",Saint-Étienne,fr Ligue 1,22.0,2002.0,9,9,810,9.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.02,8,5,62.5,3,37.5,54.89,5.67,21.44,28.89,4.89,0.0,54.89,0.89,0.56,0.33,27.78,137.11,63.89,0.67,0.44,0.0,0.22,0.56,36.67,0.22,1.22,0.11,1.22,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,357,410,87.1,6455,2039,151,165,91.5,167,180,92.8,31,52,59.6,0.0,0.01,0.03,-0.01,0.56,4.33,0.56,0.0,4.44,45.56,44.78,0.78,0.78,0.0,1.11,0.11,0.0,0.0,0.0,0.0,0.0,39.67,0.0,0.44,0.22,0.0,0.0,0.0,0.05,-0.1,-0.1,61.5,0.22,0.0,0.0,0.89,0.78,0.0,1.56,1.22,0.0,0.0,4.67,0.89,0.56,1.78,0.78,1.0,0.0,1.11,1.78,0.67,1.0,0.56,3.33,3.78,0.0,62.5
614,668,Anthony Elanga,se SWE,FW,Nott'ham Forest,eng Premier League,22.0,2002.0,12,9,692,7.7,0.0,0.26,0.0,0.26,0.09,0.24,0.09,0.24,27,5,18.5,13,48.1,40.13,1.56,6.62,11.43,22.86,3.9,40.13,3.51,0.65,1.69,20.0,160.52,90.91,2.99,1.82,1.95,2.08,1.43,24.81,6.49,3.64,0.39,2.21,0.91,0.0,0.13,0.39,0.0,0.13,0.13,0.0,0.0,0.13,0.0,140,225,62.2,2165,733,78,97,80.4,36,59,61.0,16,43,37.2,0.26,0.14,0.17,0.12,1.82,0.91,0.65,0.0,1.95,29.22,24.16,4.94,1.04,0.0,0.0,7.66,0.0,3.9,1.95,1.95,0.0,18.18,0.13,0.78,1.3,0.39,0.0,0.0,0.07,-0.7,-0.7,45.5,0.13,0.0,0.0,0.39,1.43,0.52,0.39,0.52,0.0,0.0,3.12,1.3,1.56,0.91,0.39,0.39,0.13,0.26,0.78,0.52,0.52,0.0,1.3,1.43,0.0,33.3
615,669,Mikael Ellertsson,is ISL,"MF,DF",Venezia,it Serie A,22.0,2002.0,12,10,800,8.9,0.11,0.23,0.11,0.23,0.09,0.16,0.09,0.16,18,7,38.9,9,50.0,35.84,1.24,6.4,12.13,17.75,2.81,35.84,2.02,0.79,1.01,18.65,79.78,41.69,1.35,1.35,0.22,2.36,1.01,21.69,5.28,2.7,0.22,1.91,0.0,0.22,0.22,0.22,0.11,0.22,0.0,0.0,0.0,0.0,0.0,154,210,73.3,2161,532,92,113,81.4,53,73,72.6,4,10,40.0,0.11,0.07,0.1,0.04,1.12,0.79,0.34,0.0,1.69,23.6,21.46,2.13,0.0,0.11,0.11,1.01,2.02,0.0,0.0,0.0,0.0,17.3,0.0,0.79,1.35,0.23,0.08,0.5,0.07,0.2,0.2,37.5,0.0,0.0,0.0,0.79,1.57,0.22,0.56,0.79,0.0,0.0,2.25,0.34,0.56,1.69,0.9,0.56,0.22,0.67,1.35,0.67,1.24,0.22,2.25,2.25,0.0,50.0
620,674,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32.0,1992.0,12,7,597,6.6,0.0,0.15,0.0,0.15,0.15,0.31,0.15,0.31,19,7,36.8,11,57.9,50.76,1.06,4.85,18.48,28.18,3.64,50.76,2.88,1.06,1.67,26.67,154.39,75.15,3.03,2.12,1.06,2.12,1.52,31.36,7.42,2.56,0.0,1.06,0.91,0.15,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,251,58.6,2526,713,81,102,79.4,40,63,63.5,21,60,35.0,0.15,0.17,0.12,-0.02,1.21,1.67,0.61,0.3,2.58,38.03,30.91,6.82,1.82,0.15,0.0,9.55,0.76,3.94,1.97,1.36,0.0,22.27,0.3,2.12,2.41,0.45,0.0,0.0,0.06,-1.0,-1.0,37.5,0.3,0.0,0.0,1.82,1.52,0.91,0.61,0.76,0.0,0.0,3.33,0.91,1.52,1.97,1.06,0.76,0.15,1.06,2.12,1.06,0.76,0.15,2.58,0.61,0.0,50.0
621,675,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,27.0,1997.0,10,8,652,7.2,0.14,0.41,0.14,0.41,0.72,0.97,0.72,0.97,22,7,31.8,13,59.1,30.28,0.42,1.39,12.36,16.81,6.39,30.28,3.06,0.97,1.81,21.81,104.17,44.03,1.39,0.97,0.97,3.75,2.64,25.28,7.22,1.79,0.28,1.39,0.0,0.14,0.14,0.14,0.0,0.28,0.0,0.0,0.0,0.0,0.0,92,126,73.0,1235,222,61,77,79.2,21,25,84.0,6,9,66.7,0.28,0.26,0.12,0.01,1.25,0.56,1.11,0.0,1.94,17.5,15.56,1.53,0.14,0.42,0.0,0.28,0.0,0.0,0.0,0.0,0.0,12.78,0.42,0.69,3.04,0.97,0.05,0.14,0.24,-4.2,-4.2,52.0,0.14,0.0,0.0,1.53,2.08,0.56,0.14,0.28,0.0,0.0,2.08,1.81,1.67,0.42,0.14,0.14,0.14,0.14,0.97,0.83,0.28,0.0,0.56,0.42,0.0,14.3
628,682,Yannik Engelhardt,de GER,MF,Como,it Serie A,23.0,2001.0,7,3,355,3.9,0.0,0.0,0.0,0.0,0.08,0.09,0.08,0.09,8,3,37.5,2,25.0,65.13,1.28,13.08,45.13,7.44,0.26,65.13,2.05,0.77,0.51,45.64,250.0,110.51,1.28,1.54,0.0,1.03,0.51,47.18,1.03,1.27,0.0,0.77,0.26,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203,223,91.0,2952,610,113,123,91.9,78,81,96.3,5,7,71.4,0.0,0.0,0.03,0.0,0.51,2.31,0.0,0.0,2.82,57.18,54.62,2.56,2.31,0.0,0.26,0.26,0.26,0.0,0.0,0.0,0.0,52.05,0.0,0.26,0.51,0.0,0.0,0.0,0.15,-0.3,-0.3,42.9,0.26,0.0,0.0,1.28,2.05,0.0,0.77,1.54,0.0,0.0,6.15,0.77,1.03,2.05,1.03,0.77,0.26,1.28,2.31,1.03,0.26,0.0,2.82,1.28,0.0,55.6
632,686,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,29.0,1995.0,10,10,832,9.2,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0,0,0.0,0,0.0,67.5,13.48,38.48,26.52,2.5,1.52,67.5,0.0,0.0,0.0,30.87,115.87,64.67,0.33,0.11,0.0,0.33,0.0,45.0,0.0,0.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467,508,91.9,8204,3060,158,172,91.9,280,288,97.2,20,32,62.5,0.0,0.01,0.02,-0.01,0.33,1.09,0.0,0.0,2.72,55.22,53.04,2.17,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.76,0.0,0.33,0.87,0.11,0.13,1.0,0.13,-0.1,-0.1,61.9,0.22,0.0,0.0,1.2,0.0,0.0,0.98,0.54,0.0,0.0,2.61,2.83,1.74,0.87,0.65,0.22,0.0,0.22,0.98,0.76,1.41,1.2,1.85,6.96,0.0,22.2
634,688,Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22.0,2002.0,9,6,560,6.2,0.32,0.32,0.32,0.32,0.18,0.24,0.18,0.24,18,9,50.0,7,38.9,39.35,0.65,3.87,19.52,17.42,3.55,39.35,2.9,1.45,1.13,18.87,98.55,49.68,2.1,1.94,0.81,1.77,2.1,25.65,2.58,2.25,0.48,1.29,0.16,0.16,0.48,0.16,0.0,0.0,0.0,0.16,0.16,0.16,0.0,105,166,63.3,1548,627,54,80,67.5,34,44,77.3,9,18,50.0,0.0,0.06,0.03,-0.06,0.97,1.13,0.97,0.0,3.55,26.77,25.65,1.13,0.48,0.0,0.32,1.13,0.0,0.32,0.0,0.32,0.0,16.94,0.0,1.77,2.73,1.29,0.12,0.25,0.07,0.9,0.9,30.0,0.0,0.0,0.0,1.29,2.58,0.81,0.81,1.45,0.16,0.0,4.52,0.97,2.26,2.74,0.81,1.61,0.32,1.29,2.42,1.13,0.65,0.16,3.55,0.32,0.0,53.3
635,689,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,26.0,1998.0,9,5,468,5.2,0.38,0.38,0.38,0.38,0.31,0.47,0.31,0.47,14,4,28.6,10,71.4,30.77,0.19,1.54,14.04,16.54,5.38,30.77,2.69,0.77,1.92,18.46,95.38,37.88,1.92,1.92,0.96,4.62,2.5,23.08,7.12,2.5,0.19,1.35,0.19,0.0,0.58,0.38,0.0,0.19,0.0,0.0,0.0,0.0,0.0,61,88,69.3,841,168,24,37,64.9,22,26,84.6,3,3,100.0,0.0,0.15,0.21,-0.15,1.15,0.77,0.38,0.19,1.15,16.92,13.85,2.88,0.38,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,11.73,0.19,0.96,2.5,0.77,0.15,0.5,0.12,0.4,0.4,44.4,0.58,0.19,0.0,3.08,1.35,0.58,0.0,0.0,0.0,0.0,2.69,3.08,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.19,0.0,0.19,0.0,0.0
636,690,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19.0,2005.0,9,9,759,8.4,0.12,0.12,0.12,0.12,0.02,0.04,0.02,0.04,11,8,72.7,2,18.2,67.14,4.76,20.83,39.05,8.1,0.24,67.14,1.31,0.95,0.24,36.07,163.45,82.5,0.83,1.43,0.12,1.55,0.83,45.95,0.24,2.13,0.12,1.55,0.0,0.24,0.36,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,399,457,87.3,6892,1927,179,196,91.3,179,200,89.5,35,46,76.1,0.0,0.01,0.06,-0.01,0.6,4.29,0.48,0.0,5.12,54.4,53.45,0.83,0.71,0.36,0.48,0.12,0.12,0.0,0.0,0.0,0.0,47.5,0.12,0.6,1.19,0.36,0.1,0.33,0.02,0.8,0.8,64.7,0.48,0.0,0.0,1.43,1.19,0.0,2.26,1.67,0.0,0.0,5.24,1.31,0.71,2.38,1.43,0.6,0.36,1.07,1.79,0.71,0.95,0.6,4.64,2.62,0.6,60.0
637,691,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,29.0,1995.0,5,3,304,3.4,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.03,0,0,0.0,0,0.0,53.24,4.12,13.53,29.12,10.59,0.59,53.24,0.0,0.0,0.0,16.47,50.88,23.53,0.59,0.0,0.0,0.29,0.88,28.82,0.29,1.48,0.0,1.18,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,146,75.3,1811,523,50,56,89.3,54,66,81.8,5,18,27.8,0.0,0.0,0.0,0.0,0.29,3.82,0.0,0.0,3.82,42.94,39.71,3.24,1.76,0.0,0.29,2.06,0.29,1.18,0.0,0.29,0.0,32.35,0.0,1.76,1.18,0.3,0.0,0.0,0.02,-0.1,-0.1,83.3,0.29,0.0,0.0,1.18,0.29,0.0,0.88,0.88,0.0,0.0,4.71,1.47,0.29,1.47,0.88,0.29,0.29,0.59,2.35,1.76,1.76,0.59,2.35,3.53,0.0,25.0
639,693,Evanilson,br BRA,FW,Bournemouth,eng Premier League,25.0,1999.0,11,10,797,8.9,0.45,0.45,0.45,0.45,0.51,0.59,0.42,0.5,12,5,41.7,3,25.0,20.67,1.12,1.46,7.53,11.8,5.17,20.56,1.35,0.56,0.34,12.02,56.63,27.98,1.01,0.45,0.45,1.35,1.12,14.49,2.7,2.6,0.23,1.35,0.0,0.22,0.45,0.56,0.0,0.0,0.0,0.11,0.0,0.11,0.0,71,106,67.0,935,168,46,64,71.9,15,20,75.0,5,6,83.3,0.0,0.08,0.07,-0.08,0.79,0.34,0.11,0.0,0.56,11.91,11.8,0.11,0.0,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,7.98,0.0,0.67,2.6,1.13,0.17,0.4,0.16,-0.5,0.3,39.5,0.0,0.0,0.0,1.46,1.91,1.12,0.0,0.22,0.22,0.0,2.13,1.69,2.58,0.56,0.11,0.11,0.34,0.22,0.45,0.22,0.67,0.11,0.56,1.01,0.0,50.0
